,id,article,label
606,6354,"article 23. - le congé et le congé de police visés à l’article 11 ci-dessus sont établis dans les conditions et selonles modalités fixées par voie réglementaire. [ls peuvent être établis sous forme électroniqueconformément à la législation et la réglementation en vigueuren la matière.article48.—tout propriétaire d'un navire marocain inscrit sur l’un des registres visés à l’article 46 ci-dessus peut demander à l'administration compétente, dans les conditionset selon les modalités fixées par voie réglementaire, une autorisation de changement du port d'attache de son navire. ce changement est autorisé lorsque la capacité d'accueil du port demandé le permet. dans ce cas, l'administrationcompétente procède, dans les meilleurs délais, à l’actualisationde tous les documents du navire et des registres susmentionnés. les modalités de délivrance de l’autorisation de changement du port d'attache sont fixées par voie réglementaire. 924 bulletin officieln° 6474 — 10 ramadan 1437 (16-6-2016) ب ب ئش",Not Zone
607,1170,"article 19. - l'autorisation d'occupation temporaire n'est délivrée qu'après versement d'un cautionnement égal à laredevance d'une année d'occupation toutes taxes comprises.si la durée de l'occupation est inférieure à une année, lemontant du cautionnement est égal à la redevance de lapériode fixée dans l'autorisation d'occupation temporaire.le cautionnement pourrait être remplacé par une cautionbancaire à première demande, de même valeur à validitéindéfinie jusqu'à main levée délivrée par l'office de lamarine marchande et des ports. page 368journal officiel de la république tunisienne — 17 février 2004 n° 14 en cas de révision des redevances portuaires appliquéesou de modification de la superficie objet de l'autorisation, lemontant du cautionnement sera actualisé en conséquence.le cautionnement est restitué à l'occupant sans intérêt àl'expiration de l'occupation et après constatation que toutesles obligations lui incombant ont été remplies.en cas de retrait de l'autorisation, conformément àl'article 22 du présent décret, le cautionnement sera acquis àl'office de la marine marchande et des ports.chapitre vde la fin de l'occupation temporaire et du retrait del'autorisation",Not Zone
608,8687,"article premier - les agents de la police des ports de pêche sont chargés de l'application des dispositions législatives et réglementairesrégissant les ports de pêche du contrôle de la conformité de toutesmanipulations des produits de la pêche äux normes sanitaires tant enmatière de transport, de vente dans l'enceinte portuaire et de laprotection de l'environnement à l'intérieur. n° 38 journal officiel de la république tunisienne — 11 mai 1999page 693 chapitre iihabitation des agents de la policedes ports de pécheart.2. - la police des ports de péche est exercée par les agents de l'agence des ports et des installations de pêche habilités à cet effet.art.3. - les agents de la police des ports de pêche sont tenus de prêter le serment réglementaire auprès du tribunal de premièreinstance compétent conformément aux dispositions législatives envigueur. il en sera fait mention sur la carte professionnelle prévueà l'article 4 du présent décret.art.4. - les agents de la police des ports de pêche sont dotés d'une carte professionnelle leur habilitant à exercer leur mission eticur donnant accès aux établissements publics ou privés installésdans les ports de pêche.art.5. - les agents de la police des ports de péche sont soumis att secret professionnel et sont tenus de ne divulgueraucune information recueillie lors de l'exercice de leur missionsauf s'il leur est demandé conformément à la loi.chapitre iiprocédures de constatationdes infractionsart.6. - l'agent de la police des ports de pêche rédige un procès-verbal à l'occasion du constat de toute infraction auxdispositions législatives et réglementaires régissant les ports depêche, au règlement intérieur du port et à la réglementationsanitaire des produits de la pêche.ce procès-verbal est adressé au procureur de la républiqueauprès du tribunal de première instance territorialementcompétent. le procès-verbal doit être signé par l'agentvorbalisateur et ie contrevenant et en cas d'absence de ce dernierou de son refus de signer, il en sera fait mention au procès-verbal. .chapitre ivdispositions diversesart.7. - les agents dc la police des ports de pêche sont dotés d'un uniforme dont les caractéristiques seront fixés par arrêté duministre de l'agriculture.art.8. - le ministre de l'agriculture est chargé de l'exécution du présent décret qui sera publié au journal officiel de larépublique tunisienne.tunis, le 30 avril 1999.décret n° 99-952 du 30 avril 1999, portant changementde la vocation d'une parcelle de terre agricole classéedans les autres zones agricoles du gouvernorat demahdia.le président de la république,sur proposition du ministre de l'agriculture,vu la loi n° 83-87 du 11 novembre. 1983, relative à laprotection des terres agricoles telle que modifiée et complétée parla loi n° 90-45 du 23 avril 1990 et par la loi n° 96-104 du 25novembre 1996,vu tla loi n° 94-122 du 28 novembre 1994, portantpromulgation du code de laménagement du territoire et del'urbanisme,vu le décret n° 84-386 du 7 avril 1984, portant composition etmodalités de fonctionnement des commissions techniquesconsultatives régionales des terres agricoles tel que modifié par ledécret n° 93-2600 du 20 décembre 1993 et par le décret n° 98-2256 du 16 novembre 1998,vu le décret n° 88-138 du 28 janvier 1988, fixant les zones desauvegarde des terres agricoles du gouvernorat de mahdia,vu l'avis de la commission technique consultative régionaledes terres agricoles du pouvernorat de mahdia consigné dans leprocès-verbal de sa réunion du 26 juin 1998,va l'avis du tribunal administratif.décrète :",Not Zone
609,14047,"article premier - conformément aux dispositions des articles 8, 9 et 10 de la loi n° 94-41 du 7 mars 1994 susvisée,les produits importés ainsi que ceux destinés à l'exportation et dontles listes seront fixées par arrêté du ministre chargé du commerce,sont obligatoirement soumis à un contrôle technique.le présent décret fixe les modalités de ce contrôle ainsi que lesorganismes habilités à l'exercer.art 2 - le contrôle technique à l'importation et à l'exportation vise à vérifier la conformité des produits à la réglementationtechnique en vigueur et notamment celle relative à la sécurité et àla santé des consommateurs ainsi qu'à la loyauté des transactions.pour les produits destinés à l'exportation le respect de laréglementation technique du pays importateur peut être exigé.au sens du présent décret, on entend par réglementationtechnique tout document qui énonce les caractéristiques de produitsou les procédés et méthodes de production se rapportant à cesproduits, y compris les dispositions administratives qui s'yappliquent et les cahiers de charge, dont le respect est obligatoire.le controle technique a l'importationart 3 - le contrôle technique à l'importation est effectué, selon la nature du produit, par les différents services techniques del'administration tel que prévu au tableau à annexé au présentdécret ou par tout autre organisme agrée par l'administration à ceteffet.art 4 - les produits fixés par l'arrêté visé à l'article premier ci-dessus, sont soumis, selon leur nature, soit :1- au contrôle systématique du service technique concerné quipeut s'effectuer :* soit sur dossier éventuellement avec dépôt d'échantillons,* soit par des prélèvements d'échantillons en vue d'analyses,tests et essais,* soit par application de ces deux modes 4 la fois.le service technique concerné détermine le mode de contrélenécessaire à chaque cas à l'effet d'autoriser la mise à laconsommation du produit.2- au contrôle des services de la douane qui consiste à s'assurer,lors du dédouanement, que la marchandise est accompagnée d'uncertificat de conformité à la réglementation technique la concernantdélivré par un organisme dûment habilité à cet effet.ce mode de contrôle peut, le cas échéant, être complété avantdédouanement, par des analyses et essais contradictoires par leservice technique concerné.3- au contrôle du service technique concerné de la conformitédes produits importés aux conditions spécifiques définies dans lescahiers des charges relatifs à ces produits et approuvés par arrêtéconjoint du ministre chargé du commerce et des ministresconcernés.le contrôle des produits soumis aux cahiers des charges peutnécessiter le prélèvement d'échantillons et la réalisation d'analyseset d'essais.art 5 - le contrôle technique à l'importation s'effectue aux points d'entrée terrestres, maritimes ou aériens établis auxfrontières nationales et pourvus d'un bureau de douane.les opérations de contrôle sont entreprises au lieu dedédouanement et avant que la douane n'autorise l'enlèvement. n° 69 journal officiel de la république tunisienne — 2 septembre 1994 1451 si pour des raisons techniques, le contrôle ne peut être effectuéau lieu de dédouanement, il peut être opéré dans les dépôts et lieuxde stockage de l'importateur. dans ces conditions une autorisationprovisoire d'enlèvement doit être délivré par le service techniqueconcerné.art 6 - tout importateur de produits soumis à un contrôle technique systématique, est tenu de déposer, avant l'arrivée de lamarchandise et au plus tard avant d'entamer les formalitésdouanières, un dossier auprès du service technique compétent afind'obtenir soit l'autorisation de mise à la consommation soitl'autorisation provisoire d'enlèvement prévue à l'article 5 ci-dessus.l'importateur qui entreprend la transformation ou la mise sur lemarché d'une marchandise ayant fait l'objet d'une autorisationprovisoire d'enlèvement avant l'achèvement du contrôle et réceptionde l'autorisation de mise à la consommation, sera poursuiviconformément aux dispositions de la loi n° 92-117 du 7 décembre1992 relative à la protection du consommateur.art 7 - les modalités et les conditions d'obtention de l'autorisation de mise à la consommation et de l'autorisationprovisoire d'enlèvement sont fixées par décision du ministre chargédu commerce.art 8 - le prélèvement des échantillons s'effectue conformément aux dispositions de l'arrêté du ministre del'economie nationale du 18 septembre 1993 susvisé. la quantitédes échantillons prélevés est fonction des besoins des analyses etessais nécessaires. les prélèvements doivent avoir lieu en présencedu déclarant.art 9 - est interdite la mise à la consommation de tout produit importé figurant sur la liste prévue à l'article premier et qui n'a pasété soumis au contrôle technique conformément aux dispositions duprésent décret.le service technique compétent peut, dans le cas of uneanomalie est constatée, soit autoriser la mise en conformité duproduit soit ordonner son refoulement soit ordonner sa destructionconformément aux dispositions de l'article 25 de la loi n° 92-117susvisée.art 10 - les analyses et essais doivent être effectuées dans des laboratoires agréés conformément à la réglementation en vigueur.les frais y afférents sont à la charge de l'importateur.controle technique a l'exportationaït 11 - le contrôle technique à l'exportation est effectué, selonla nature du produit, par les différents services techniques del'administration tel que prévu au tableau b annexé au présentdécret ou par tout autre organisme agréé par l'administration à ceteffet.les opérations de contrôle sont effectuées conformément à laprocédure spécifique requise pour chaque produit.art 12 - l'exportation des produits figurant sur la liste prévue à l'article premier est subordonnée à la présentation d'un certificat decontrôle. ce certificat est délivré par les contrôleurs du serviceconcerné, au vu de la déclaration préalablement déposée en douane,et après vérification des produits par lesdits contrôleurs.art 13 - est interdite l'exportation de produits alimentaires provenant de locaux non agrées conformément à la réglementationen vigueur.art 14 - en cas de contestation entre les contrôleurs du service concerné et les déclarants, les différends seront tranchés par descommissions d'arbitrage. les décisions de ces commissions sontsans appel.la composition et les modalités de fonctionnement desditescommissions sont fixées par arrêté du ministre chargé ducommerce.art 15 - les analyses et essais doivent être effectuées dans des laboratoires agrées conformément à la réglementation en vigueur.les frais y afférents sont à la charge de l'exportateur.art 16 - toutes dispositions antérieures contraires au présent décret sont abrogées.aït 17 - les ministres des affaires religieuses, des finances,de l'economie nationale, de l'agriculture, du tourisme et del'artisanat, des communications, de la culture et de la santé publique sont chargés, chacun en ce qui le concerne, de l'exécutiondu présent décret qui sera publié au journal officiel de larépublique tunisienne.tunis, le 29 août 1994.zine el abidine ben alitableau a organismes produits ministèredes communications - tout matériel de télécommunication,- tout appareillage, matériel et autresprocédés pourront servir àl'établissement d'une liaison detélécommunication.ministèrede la santé publique - les produits para-pharmaceutiques,- les accessoires médicaux et lesproduits destinés à une alimentationparticulière,- pesticides à usage domestique,- désinfectants à usage domestique,- sources éméttrices de rayonnementsionisantsministèredes affaires religieuses - les livres coraniquesministère de la culture - les livresministèrede l'agriculture - tous les animaux domestiques et sau-vages, leurs produits ainsi que toutedenrée renfermant un produitd'origine animale,- plants, semences, bulbes et boutures,- désinfectants à usage agricole,- tous produits destinés à l'alimentationanimaleministèrede l'economie nationale - tous les autres produits figurant sur laliste des produits soumis à un contrôletechnique obligatoire à l'importation. tableau b organismes produits ministèrede l'economie nationale - fruits et légumes frais ou transformésministèrede l'agriculture - produits de la pêche frais et transformés- plants et fleurs,- produits agricoles transformés ou nontransformés obtenus selon le mode deproduction biologiqueministère du tourismeet de l'artisanat - articles de l'artisanat",Not Zone
610,10778,"article 4 demande de cautionnement 1 les propriétaires de navires qui envisagent de contracter un prêt cautionné par laconfédération doivent adresser une demande à l'office fédéral pour l’approvision-nement économique du pays (ofae). les demandes seront examinées par ordred'arrivée; l'ofae vérifiera si elles sont complètes et les traitera selon les prioritésqu'il a fixées pour la composition de la flotte.2en présentant sa demande, l’emprunteur doit prouver qu’il satisfait aux disposi-tions de la loi fédérale du 23 septembre 1953 sur la navigation maritime? concernantl'inscription du bâtiment au registre des navires suisses ou qu’il y satisfera.3 les documents suivants doivent être joints à la demande:a. la description du navire ainsi qu’un plan du bâtiment (plan général, plan descapacités);b. un justificatif des frais de construction et d’acquisition;c. pour les sociétés propriétaires établies, le dernier bilan annuel de l’emprun-teur ainsi que le rapport de l’organe de révision; pour les nouvelles sociétés,un bilan d'ouverture, un extrait certifié du registre du commerce ainsi queles statuts de la société;d. un tableau de flux de fonds prévisionnels pour toute la durée du cautionne-ment sollicité;e. un projet de contrat de prêt faisant ressortir le montant et la durée du cau-tionnement sollicité;1. un descriptif de l’affectation envisagée pour le navire;g. un descriptif de l’organisation de la société propriétaire et de la compagnied'armement.4 l'ofae peut, au frais du demandeur, exiger d’autres documents et faire ou or-donner des recherches, surtout s’il a des doutes sur l’état du navire, l’origine des2 rs 747.30 cautionnement de préts pour financer des navires suisses de haute mer 531.44 fonds propres ou la capacité des organes responsables 4 diriger la société proprié-taire ou la compagnie d’armement. dans sa demande, le requérant doit autoriservopae 4 faire ou ordonner des recherches de ce genre auprès de tiers.",Not Zone
611,674,"article 5 les officiers de la marine marchande chargés de la surveillance des eaux territoriales, les agents du service des douanes, les officiers de la marine nationale et, d'une manière générale, tous les officiers de police judiciaire sont habilités à constater la commission d'une infraction, à en dresser procès-verbal et à en dresser procès-verbal. le ou les auteurs et leur embarcation ou navire au port guinéen le plus proche. dans les vingt-quatre heures suivant le débarquement, ils doivent remettre à l'officier responsable de la marine marchande ou au gouverneur de la région administrative compétente leurs notes, procès-verbaux et tous autres documents constatant les infractions . législation nationale - doalos/ola - nations unies @ page 2",Not Zone
612,8353,"article 11 : toute demande d’octroi de permis pétroliers, miniers, permis de pêche, des titres ou certificats fonciers relative au les transferts de gestion et aux terrains occupésantérieurement à la date de mise en protection temporaire globale ou cas par cas de ces airesprotégées, doit faire l’objet d’une évaluation du comité conjoint des départementsministériels concernés comme le comité interministériel mine-forêt ou d’autres à créer.la demande est également soumise à l’autorisation préalable de l’ administration chargée del'environnement et des forêts assortie d’un cahier de charges se basant sur le schémaglobal/plan d’aménagement établi pour le site.",Not Zone
613,2513,"article 58. — sont chargés de la recherche et de la constatation des infractions aux dispositions du présentcode et des textes pris pour son application, outre les officiersde police judiciaire, lès agents assermentés conformément à la législation en vigueur en la matière dûment habilités à cet effet par l'administration dans les conditions et selon les modalités fixées par voie réglementaire. en cas de constatation d’une infraction, les personnesvisées ci-dessus doivent dresser immédiatement procès-verbalcomportant notamment l'identité de l’auteur de l’infraction ainsi que les circonstances dans lesquelles celle-ci a étécommise et les déclarations de son auteur s’il y a lieu. le procès-verbal constatant l'infraction doit être datéet signé par la personne l'ayant dressé avec la mention de sa qualité. le procès-verbal fait foi jusqu’à preuve du contraire des mentions et des faits qui y sont relatés. loriginal du procès-verbal constatant l'infraction est transmis dans un délai n’excédant pas sept (7) jours ouvrables à compter de la date de son établissement à l’autorité gouvernementale compétente ou à la personne déléguée par elle à cet effet, laquelle doit saisir la juridiction compétente dans un délai n’excédant pas sept (7) jours ouvrables à compter de la date de réception dudit procès-verbal. les modalités d'établissement des procès-verbaux d'infraction sont fixées par voie réglementaire.",Not Zone
614,89,"article 5. $ ler. le ministre transmet simultanément le projet de plan d'aménagement des espaces marins aux autorités compétentes des pays-bas, de la france, du royaume-uni et detout autre etat qu'il juge utile, contenant au moins les éléments suivants :1° une description succincte du projet de plan d'aménagement des espaces marins et de lasuite de la procédure;2° le projet de plan d'aménagement des espaces marins;3° la date du début et de la fin de la concertation transfrontalière;4° l'adresse à laquelle et la forme sous laquelle les avis, les remarques et les objectionsdoivent être transmis ou peuvent être remis;$ 2. la concertation transfrontalière dure soixante jours, sauf convention contraire conclueentre le ministre et l'autorité compétente.$ 3. le ministre prend les initiatives appropriées pour élaborer la concertation transfrontalière.les arrêtés ayant un caractère règlementaire se limitent aux sujets accessoires ou de détail.",Not Zone
615,492,"article 3. - le conseil de gestion est composé de : 1° onze représentants de l'etat et de ses établissements publics :a) le commandant de la zone maritime atlantique ;b) le directeur interrégional de la mer sud-atlantique ;c) le directeur régional de l’environnement, de l’aménagement et du logement des pays de la loire ;d) le directeur régional de l’environnement, de l’aménagement et du logement de poitou-charentes ;e) le directeur régional de l’environnement, de l’aménagement et du logement d’aquitaine ;j) le directeur départemental des territoires et de la mer de la vendée ;g) le directeur départemental des territoires et de la mer de la charente-maritime ;h) le directeur départemental des territoires et de la mer de la gironde ;i) le directeur de l agence de l’eau adour-garonne ;j) le directeur du conservatoire de l’espace littoral et des rivages lacustres ;k) le directeur de l’établissement public du marais poitevin ;2° quinze représentants des collectivités territoriales et de leurs groupements compétents :a) un représentant de la région pays de la loire ;b) un représentant de la région poitou-charentes ;c) un représentant de la région aquitaine ;d) un représentant du département de la vendée ;e) deux représentants du département de la charente-maritime ;j) un représentant du département de la gironde ;g) deux représentants des communes ou établissements publics de coopération intercommunale de la vendéeimpliqués dans le parc naturel marin ;h) trois représentants des communes ou établissements publics de coopération intercommunale de la charente-maritime impliqués dans le parc naturel marin ; 17 avril 2015 journal officiel de la république française texte 6 sur 119 i) deux représentants des communes ou établissements publics de coopération intercommunale de girondeimpliqués dans le parc naturel marin ;j) un représentant du syndicat mixte pour le développement durable de l'estuaire de la gironde ;3 un représentant du ou des parcs naturels régionaux intéressés ;4 vingt-deux représentants des organisations représentatives des professionnels :a) un représentant du comité régional des pêches maritimes et des élevages marins des pays de la loire ;b) deux représentants du comité régional des pêches maritimes et des élevages marins de poitou-charentes ;c) un représentant du comité régional des pêches maritimes et des élevages marins d’ aquitaine ;d) un représentant de l'association agréée départementale des pêcheurs professionnels en eau douce de lagironde ;e) un représentant de l’association des organisations des producteurs du golfe de gascogne ;j) un représentant du comité régional conchylicole des pays de la loire ;g) trois représentants du comité régional conchylicole de poitou-charentes ;h) un représentant du comité régional conchylicole d’ aquitaine ;i) un représentant des extracteurs de granulats ;j) un représentant des armateurs ;k) deux représentants des unions maritimes et portuaires ;j) un représentant de la fédération des industries nautiques ;m) un représentant du grand port maritime de la rochelle ;n) un représentant du grand port maritime de bordeaux ;o) un représentant de l’union frangaise d’électricité ;p) deux représentants de ports (l’un à dominante plaisance, l’autre à dominante pêche) gérés par une collectivité.un représentant des chambres d’agriculture de la vendée, de la charente-maritime ou de la gironde ;5° six représentants des organisations d’usagers :a) deux représentants de la plaisance ;b) deux représentants de la pêche de loisir ;c) un représentant des comités régionaux olympiques et sportifs ;d) un représentant des activités subaquatiques de loisir ;6° sept représentants d’associations de protection de l’environnement :a) un représentant d’une association locale de protection des milieux marins désignée par l'association francenature environnement ;b) un représentant local de la ligue pour la protection des oiseaux ;c) cinq représentants d’associations locales de protection de l’environnement ;7 huit personnalités qualifiées :a) deux personnalités proposées, au titre de leur expérience de gestion des milieux naturels, par les organismesde gestion des réserves naturelles situées dans le périmètre du parc naturel marin ou contiguës à celui-ci ;b) une personnalité compétente dans le domaine du développement durable des activités de pêche et de culturesmarines ;c) une personnalité compétente dans le domaine de la conchyliculture ;d) une personnalité compétente dans le domaine des phénomènes hydrosédimentaires et de gestion du trait decôte ;e) une personnalité compétente dans le domaine des écosystèmes benthiques ;j) une personnalité compétente dans le domaine des milieux estuariens ;g) une personnalité compétente dans le domaine de la formation maritime.le président de la structure de préfiguration du parc naturel régional du médoc ou son représentant assiste auconseil de gestion avec voix consultative.",Not Zone
616,403,"article 29 : maintien en bon état de navigabilité des navires ou engins flottants (moins de 50 tonnes en lourd) les propriétaires, consignataires ou armateurs de navires et engins flottants déplaçant moins de cinquante tonnes en lourd non utilisés, désarmés ou en attente de réparationdans le périmètre du port, sont tenus d'entretenir leurs navires en bon état de flottabilité. ceux-ci doivent être munis d'un certificat ad hoc datant de moins de six mois, délivrépar le commandant du port au vu du procès-verbal de visite établi par l'autorité compétente.dans l'éventualité où les travaux requis ne pourraient être exécutés pour quelques raisons que ce soit, ils devront être halés à terre, immédiatement démolis et les débrisenlevés du rivage.l'administration du port peut se substituer aux défaillants à leurs frais et risques dans le cas où la démolition et l'enlèvement des matériaux n'auraient pas été commencésdans le mois, et achevés dans les trois mois suivant la mise en demeure.",Not Zone
617,396,"article 11 : mesures de sauvetage du navire quand un navire est en détresse dans le périmètre portuaire, les officiers du port donnent les premiers ordres en vue du sauvetage et rendent compte immédiatement à leurssupérieurs.3. navires",Not Zone
618,145,"article 7.1.1. aux fins du présent chapitre, qui transpose partiellement la directive 2019/883/ue concernant les installations de réception portuaires pour le dépôt des déchets des navires, modifiant la directive 2010/65/ue et abrogeant la directive 2000/59/ce, les définitions suivantes s'appliquent : 1 ° « navire » : tout navire de mer de tout type opérant dans le milieu marin, y compris les navires de pêche, les bateaux de plaisance, les hydroptères, les aéroglisseurs, les submersibles et les embarcations flottantes ; 2° « déchets des navires » : tous les déchets, y compris de cargaison les résidus, qui surviennent lors de l'exploitation d'un navire ou lors d'activités de chargement, de déchargement et de nettoyage et qui relèvent du champ d'application des annexes i, ii, iv, v et vi de la convention marpol, ainsi que les déchets de pêche passive ; 3° « déchets de pêche passive » : déchets qui se retrouvent dans les filets lors des activités de pêche ; 4° « résidus de cargaison » : les restes de cargaison à bord qui restent sur le pont ou dans les cales ou citernes après chargement et déchargement , y compris les excédents ou résidus résultant de déversements lors du chargement et du déchargement, à l'état humide ou sec ou entraînés dans les eaux de lavage, et à l'exclusion des poussières de cargaison restées sur le pont après balayage ou des poussières sur les surfaces extérieures du navire ; 5° « réception portuaire installation » : toute installation fixe, flottante ou mobile susceptible de recevoir les déchets du navire en tant que service ; 6° « navire de pêche » : tout navire équipé ou utilisé à des fins commerciales pour pêcher du poisson ou d'autres ressources marines vivantes ; » : tout navire doté d'une coque d'une longueur égale ou supérieure à 2,5 mètres, quel qu'en soit le type ou la propulsion, qui est destiné à des fins sportives ou récréatives et est utilisé à des fins non commerciales ou professionnelles ; 8° « port » : un lieu ou une zone géographique comportant des aménagements et des installations principalement destinés à permettre l'accueil des navires, y compris les mouillages à l'intérieur de la juridiction 9° « capacité de stockage suffisante » : capacité suffisante pour stocker les déchets à bord depuis l'heure du départ jusqu'au prochain port d'escale, y compris les déchets susceptibles d'être générés au cours du voyage ; 10° « gisis » : le global integrated shipping information system mis en place par l'omi ; 11° « directive » : directive 2019/883/ue relative aux installations de réception portuaires pour le dépôt des déchets des navires. 64190moniteur belge — 21.06.2021 — jo belgique",Not Zone
619,6569,"article 15 - toute personne qui constate un commencement d'incendie dans les limites du port de pêche doit immédiatementprévenir les services du port. si l'incendie se déclare à bord d'unbateau, celui-ci doit émettre des signaux de détresse prévus aurèglement concernant la-prévention contre les abordages.en cas d'incendie, le signal d'alerte est donné par la sirènedu port ou à défaut par un bateau requis à cet effet par le chefdu port.le signal d'alerte produit par la sirène du port est caractérisépar trois sons continus d'une demi-minute séparés par desintervalles d'un quart de minute.le chef du port doit se rendre sur le lieu du sinistre dans lesplus brefs délais pour prendre la direction des secours tant à borddu bateau qu'à terre et il fait appel à la protection civile pour venirà terme de l'incendie.dès l'alerte, les patrons ou capitaines des bâteaux sont tenusd'intervenir avec leur équipage et matériel disponible sous lesordres du chef de poït ou de son représentant. ils prennent à leurinitiative les dispositions préliminaires au cas ou l'incendie sedèclare à bord ou à proximité de leur bateau.le chef du port ou son représentant qui dirige les opérationsde secours peut requérir l'aide du personnel et des entreprisestravaillant aù port ët du matériel dont elles disposent etgénéralement de toutes les personnes qui s'y trouvent.les dépenses et frais de toute nature causés par l'incendie àbord. du bateau ‘ou à tèrre sont à la charge du patron ou del'armateur du bateau. ces dépenses et. frais font l'objet d'unmémoire dressé par le chef du port, leur remboursement se feraconformément à la législation en vigeur:",Not Zone
620,344,"article 41. - constituent les installations de 1ère classe les installations dangereuses ou polluantes dont l'exploitation ne peut être autorisée qu'à la condition que des mesures soient prises pour prévenir lesdangers ou mconvénients mentionnés à l'article 39.le promoteur doit jomdre à la demande d'autorisation un dossier comportant notamment unenotification expresse sur la nature, la quantité, la toxicité des résidus de l'installation, le mode detraitement ou d'élimination prévu pour ces résidus et une étude d'impact sur l'environnement et dans 5certains cas une étude de danger. ce dossier est soumis à une enquête publique à la charge de l'intéressé.la délivrance de l'autorisation est subordonnée à l'éloignement de l'installation des habitations,des immeubles habituellement occupés par des tiers, des installations fréquentées par le public, des coursd'eau ou des zones destinées à l'habitation telles que définies par les documents d'urbanisme opposablesaux tiers.cette autorisation est exigée soit en cas de transfert, soit en cas d'extension ou de modificationsnotables des installations. elle est accordée sous réserve des droits des tiers.",Not Zone
621,476,"article 12. - i. — la circulation des embarcations et engins à moteur peut être réglementée par le préfet. il. — sur les plates-formes récifales, la circulation et le stationnement d’embarcations et engins à moteursont interdits.la circulation d’embarcations de longueur hors tout supérieure 4 20 m est interdite sur toute l'étendue de laréserve. toutefois cette disposition ne s’applique pas aux navires étrangers dans la mer territoriale.sauf autorisation du préfet, l’utilisation de véhicules nautiques à moteur de type jet-skis, scooters de mer etassimilés est interdite sur toute l'étendue de la réserve. cette interdiction ne s’applique pas, en dehors deszones fixées aux articles 20 et 24, pour quitter le périmètre de la réserve ou retourner au port.il. — les dispositions du ii du présent article ne s'appliquent pas aux navires d'etat dans l'exercice deleurs missions, ni aux opérations de police ou de sauvetage.",Not Zone
622,9231,"article 17. — les plages ouvertes à la baignade doivent répondre aux exigences ci-après :- être d'une faisabilité matérielle pour l'utilisation et neprésenter aucun danger pour les estivants,- ne pas être comprises dans des domaines attenants àdes domaines militaires ou des domaines publics réservésaux besoins de la défense nationale.elle doivent comporter notamment :- une voie d'accès aménagée et signalée,- un parking aménagé et éloigné des lieux de baignadeet de détente,- des installations sanitaires adéquates,- des agents de sécurité et de soins d'urgence, ainsi queles équipements appropriés,- les installations liées à l'exploitation des plages.les modalités de mise en œuvre des dispositions duprésent article sont fixées par voie réglementaire.",Not Zone
623,125,"article 17.$ ler. l'obligation d'autorisation décrite à l'article 15 ne s'applique pas aux projets désignés par arrêté par le ministre, pour autant qu'il ait été satisfait à des règles portant au minimum sur :1° la manière dont un projet est réalisé ;2° la situation du lieu où un projet est réalisé par rapport à une zone natura 2000, un habitat naturel ou unhabitat d'une espèce dans cette zone ;3° les études à effectuer sur les conséquences de la réalisation d'un projet pour les caractéristiques naturellesde la zone ;4° les mesures à prendre avant ou pendant la réalisation d'un projet pour éviter que les caractéristiquesnaturelles de la zone soient altérées, et5° la notification de l'intention à la dg environnement, le délai dans lequel la notification est faite et lesmodalités de celle-ci, et les données à fournir à cette occasion.$ 2. le cas échéant, les règles visées au paragraphe ler peuvent adopter la forme d'un code de conduite. uncode de conduite peut être rédigé par un utilisateur ou une organisation d'utilisateurs d'une zone natura 2000et être présenté au ministre. le ministre peut préciser les règles relatives à l'adoption d'un code de conduite.$ 3. sur la base des paragraphes ler et 2, seules des catégories de projets peuvent entrer en ligne de comptevis-à-vis desquels il peut être exclu à l'avance qu'isolément ou en combinaison avec d'autres plans ou projets,ils aient des conséquences significatives pour une zone natura 2000.$ 4. les activités mentionnées à l'article 25, $ 3, à l'exception du point (iv) et à l'article 27 de la loi du 20janvier 1999 visant la protection du milieu marin et l'organisation de l'aménagement des espaces marins sousjuridiction de la belgique, ne relèvent pas de l'obligation d'autorisation décrite à l'article 15 si ces activitésont été évaluées dans l'évaluation appropriée réalisée lors de l'adoption du plan d'aménagement des espacesmarins.chapitre viil - surveillance et rapportageatt. 18. l'ugmm est chargée de la surveillance permanente de l'état du milieu marin et en particulier decelui-ci dans les zones directive oiseaux et les zones directive habitats.",Not Zone
624,16096,article 7.1.3. § 1. un navire belge doit déclarer les défaillances des installations de réception portuaires au contrôle de la navigation. le contrôle de la navigation signale les défaillances alléguées des installations de réception portuaires à l'omi et aux autorités de l'état du port via les formulaires et procédures de l'omi. § 2. la livraison et la réception des déchets à bord des navires doit être effectuée avec des mesures de sécurité suffisantes pour prévenir les risques tant personnels qu'environnementaux dans les ports belges.,Not Zone
